단어 명,물리 명,영문 명,금칙어
정비시설형태코드,MISCD,MAINTENANCE INSTALLATION SHAPE CODE,
정비실,RPRRM,REPAIR ROOM,
정비실적,MACR,MAINTENANCE ACTUAL RESULT,
정비업체유형코드,MTNENTTYCD,MAINTENANCE ENTERPRISE TYPE CODE,
정비예산구분코드,MBICD,MAINTENANCE BUDGET INDICATOR CODE,
정비용장비,MPE,MAINTENANCE PURPOSE EQUIPMENT,
정비원,MTNMN,MAINTENANCE MAN,
정비원코드,MNTSCD,MAINTENANCE SOURCE CODE,
정비인력,MMPW,MAITENANCE MAN POWER,
정비일자,MTNCDT,MAINTENANCE DATE,정비일
정비자,RPARER,REPAIRER,
정비자료전산제도,MDS,MAINTENANCE DATA SYSTEM,MDS
정비자재,MNMT,MAINTENACE MATERIALS,
정비종결구분코드,MTC,MAINTENANCE TERMINATION CODE,
정비종류코드,MKCD,MAINTENANCE KIND CODE,
정비중개수작업명령,AMNCCM,MAINTENANCE DURING NUMBER WORK ORDER,
정비중정비작업명령,AMNCCZ,MAINTENANCE DURING MAINTENANCE WORK ORDER,
정비지시서,MTORD,MAINTENANCE ORDER,검사및작업지시서
정비지시서발행상태코드,MTODPCSTCD,MAINTENANCE ORDER PUBLICATION STATE CODE,
정비지시서번호,MTORDNO,MAINTENANCE ORDER NUMBER,
정비지연원인코드,MNTDLCD,MAINTENANCE DELAY CODE,
정비지원,MNTS,MAINTENANCE SUPPORT,
정비지침카드번호,MGCNO,MAINTENANCE GUIDANCE CARD NUMBER,
정비창,MTDPT,MAINTENANCE DEPOT,
정비특수임무요원,MTSP,MAINTENANCE SPECIALIST,
정비표준화및평가절차,MSEP,MAINTENANCE STANDARDIZATION AND EVALUATION PROGRAM,
정비현황,MTNSTT,MAINTENANCE STATUS,
정사영상,OTHIMG,ORTHO IMAGE,
정산,EXCAL,EXACT CALCULATION,
정산구분코드,EXCDCD,EXACT CALCULATION DIVISION CODE,
정산기준구분코드,EXSDCD,EXACT CALCULATION STANDARD DIVISION CODE,
정산산출구분코드,EXCCDCD,EXACT CALCULATION CALCULATION DIVISION CODE,
정산원가,ECCCT,EXACT CALCULATION PRIME COST,
정산일자,EXCALDT,EXACT CALCULATION DATE,정산일
정산입력대상코드,EXIOCD,EXACT CALCULATION INPUT OBJECT CODE,
정산자금계정서,HLDACC,HOLDING ACCOUNT,
정산처리상태코드,EXCPSCD,EXACT CALCULATION PROCESS STATE CODE,
정산항목구분코드,EXIDCD,EXACT ITEM DIVISION CODE,
정상,NML,NORMAL,
정상동원,NMMB,NORMAL MOBILIZATION,
정상품,NMLITM,NORMAL ITEM,
정서,EMTN,EMOTION,
정성지표,QLEVAL,QUALITATIVE EVALUATION,
정세,CCST,CIRCUMSTANCES,
정수,ALWC,ALLOWANCE,
정수,WTRPURF,WATER PURIFICATION,
정수기,WTRPF,WATER PURIFIER,
정수기준,AWSD,ALLOWANCE STANDARD,
정수량,ALWQTY,ALLOWANCE QUANTITY,
정수장,FTPLT,FILTRATION PLANT,
정수책정기준,ALWAPSTD,ALLOWANCE APPROPRIATION STANDARD,
정수표,ALWLST,ALLOWANCE LIST,
정시,FXT,FIXED TIME,
정식,FMLT,FORMALITY,
정식규격서,FMLSPC,FORMALITY SPECIFICATION,
정식선하증권,LFBL,LONG FORM BILL OF LADING,
정신,MIND,MIND,
정압,SPE,STATIC PRESSURE,
정압실,CNSPRS,CONSTANT PRESSURE,
정액,FXAMT,FIXED AMOUNT,
정액법,SLMTD,STRAIGHT LINE METHOD,
정액수당,FXAMTALW,FIXED AMOUNT ALLOWANCE,
정액제,FSMTM,FLAT SUM SYSTEM,
정양,CVLSC,CONVALESCENCE,
정오,NOON,NOON,
정원,FULSTR,FULL STRENGTH,"정원수,티오"
정원계획,FSTRPLN,FULL STRENGTH PLAN,
정원계획번호,FSTRPNO,FULL STRENGTH PLAN NUMBER,
정유,RFOIL,REFINED OIL,
정유회사,OILCO,OIL COMPANY,
정육면체,CUBE,CUBE,
정의,DEF,DEFINITION,
정자,PVL,PVILION,
정적,STTC,STATIC,
정전,TRUCE,TRUCE,
정전,BLCKO,BLACKOUT,
정전기,STEL,STATIC ELECTRICITY,
정전기방지코드,STELPRVTNCD,STATIC ELECTRICITY PREVENTION CODE,
정점,TOPPT,TOP POINT,
정점,APEX,APEX,
정정,CRTN,CORRECTION,
정정일자,CRCTDT,CORRECTION DATE,정정일
정제,REFINE,REFINING,
정조의무,CTYG,CHASTITY OBLIGATION,
정중선,MIDLN,MEDIAN LINE,MIDLINE
정지,STOP,STOP,
정지궤도위성,GTSTORT,GEOSTATIONARY SATELLITE ORBIT,
정직,SPSNJ,SUSPENSION JOB,
정차,STPG,STOPPAGE,
정착,STLMNT,SETTLEMENT,
정착액,FXSLT,FIXING SOLUTION,
정착지,STMAE,SETTLEMENT AREA,
정찰,RCNNSC,RECONNAISSANCE,
정찰감시,RCNSVL,RECONNAISSANCE AND SURVEILLANCE,
정찰반경구분코드,RCRASECD,RECONNAISSANCE RADIUS SECTION CODE,
정찰보고,NBC4,NUCLEAR BIOLOGICAL AND CHEMICAL 4,"NBC4,NBC-4"
정찰보고항목구분코드,RCNSCRPTCD,RECONNAISSANCE REPORT ITEM SECTION CODE,
정찰임무,RCNMSN,RECONNAISSANCE MISSION,
정책,PLCY,POLICY,
정책공동체,PLCCMN,POLICY COMMUNITY,
정책적,POLCY,POLICY,
정첩보,INTINFO,INTELLIGENCE INFORMATION,
정첩보출처코드,INTINFOSRCD,INTELLIGENCE INFORMATION SOURCE CODE,
정체,CNGSTN,CONGESTION,
정체,RLFRM,REAL FORM,
정치,POLTS,POLITICS,
정치,FXTN,FIXATION,
정치자금,PLTFND,POLITICAL FUND,
정품,AUTHNC,AUTHENTICITY,
정합,CNFRMTY,CONFORMITY,
정형,OTHPDC,ORTHOPEDIC,
정형,STPTR,A SET PATTERN,
정화,PFCTN,PURIFICATION,
정화시설,SWDSFCL,SEWAGE DISPOSAL FACILITIES,
정화조,WTPFTNK,WATER PURIFIER TANK,
정확,ACRTN,ACCURATENESS,
정확도,ACRC,ACCURACY,
정확성,CRRCT,CORRECTNESS,
정회원,RGLMMB,REGULAR MEMBER,
정훈,TRPINFEDU,TROOP INFORMATION AND EDUCATION,
젖음,WET,WET,
제,SVRL,SEVERAL,
제1국민역,ECSC1,ELIGIBLE CONION STATUS OF CLASS 1,
제1사분위수,QTL1,FIRST QUARTILE,
제1야전군사령부,FROKA,THE FIRST REPUBLIC OF KOREA ARMY,"1군사,1군사령부"
제1외국어,FRLANG1,FIRST FOREIGN LANGUAGE,
제1이상치,OTL1,FIRST OUTLIER,
제2국민역,SNDECS,SECOND ELIGIBLE CONION STATUS,
제2외국어,FRLANG2,SECOND FOREIGN LANGUAGE,
제2자동화방공체계,SAADS,SECOND AUTOMATED AIR DEFENSE SYSTEM,
제2작전사령부,SROKA,THE SECOND REPUBLIC OF KOREA ARMY,"2군사,2군사령부,2작사,제2야전군사령부"
제3국,TRDCTR,THE THIRD COUNTRY,"제삼국,3국"
제3사분위수,QTL3,THIRD QUARTILE,
제3야전군사령부,TROKA,THE THIRD REPUBLIC OF KOREA ARMY,"3군사,3군사령부"
제3이상치,OTL3,THIRD OUTLIER,
제3자,TRDPSN,THE THIRD PERSON,
제3자선하증권,TPBL,THIRD PARTY BILL OF LADING,
제거,RMV,REMOVAL,
제고,RAISE,RAISE,
제곱,SQUARE,SQUARE,
제곱미터,SQMT,SQUARE METER,평방미터
제공,OFFR,OFFER,
제공,BUTEA,BRING UNDER THE ENEMY IN THE AIR,
제공자,OFRER,OFFERER,
제기,SGST,SUGGESTION,
제기일자,SGSTDT,SUGGESTION DATE,제기일
제기자,LGPRN,LODGING PERSON,
제논,XENON,XENON,
제당,SGRMNF,SUGAR MANUFACTURE,
제대,DSCHRG,DISCHARGE,
제대,ECHL,ECHELON,
제대군인,DRLR,DISCHARGED SOLDIER,
제도,SYSTM,SYSTEM,
제도,DRAW,DRAW,
제독,DECON,DECONTAMINATION,
제독소,DCTSTN,DECONTAMINATION STATION,
제독유형코드,DECONTYPCD,DECONTAMINATION TYPE CODE,
제독제,DCTSLT,DECONTAMINATION SOLUTION,
제동,BRK,BRAKE,
제동장치,BRKEQ,BRAKE EQUIPMENT,브레이크
제목,TITLE,TITLE,타이틀
제반,SRT,ALL SORTS,
제방,EREMB,EARTH EMBANKMENT,
제보,GVNF,GIVING INFORMATION,
제보자,INFRMNT,INFORMANT,
제복,UNFRM,UNIFORM,
제본,BKBND,BOOKBINDING,
제비용,SDREXP,SUNDRY EXPENSES,
제설,SNOWRM,SNOW REMOVAL,
제세공과금,TAXDUE,TAXES AND DUE,
제세동,DEFIBRIL,DEFIBRILLATION,
제소,FLWST,FILE LAWSUIT,
제소명령,ORTLT,ORDER TO FILE LAWSUIT,
제수,DVSR,DIVISOR,젯수
제수당,EXTALWC,EXTRA ALLOWANCE,
제시,PREST,PRESENTATION,
제시일자,PRSTNDT,PRESENTATION DATE,제시일
제시자,PRSENTER,PRESENTATION PERSON,
제안,SGGST,SUGGESTION,
제안번호,SGSTNO,SUGGESTION NUMBER,
제안서,PROPSL,PROPOSAL,
제안요청서,RFP,REQUEST FOR PROPOSAL,제안요구서
제안일자,SGGSTDT,SUGGESTION DATE,제안일
제안테스트코드,PROTSTCD,PROPOSAL TEST CODE,
제압,SUPPR,SUPPRESSION,
제약,RESTRCT,RESTRICTION,
제약,MDCMFG,MEDICINE MANUFACTURING,
제약회사,PHRMCO,PHARMACEUTICAL COMPANY,
제어,CTRL,CONTROL,"콘트롤,컨트롤"
제어기,CNTLR,CONTROLLER,
제어반,CTRLBD,CONTROL BOARD,
제외,EXCLSN,EXCLUSION,
제외기간,EXPRD,EXCLUSION PERIOD,
제외신청구분코드,EADCD,EXCLUSION APPLICATION DIVISION CODE,
제외일자,EXCPTDT,EXCEPTION DATE,제외일
제원,PDQI,PERFORMANCE AND DISTINCTIVE QUALITY INDICATOR,
제의,SGSTN,SUGGESTION,
제자리비행,HOVER,HOVER,
제작,MFT,MANUFACTURE,
제작물,MNFTGDS,MANUFACTURED GOODS,
제작비,PRDCNCST,PRODUCTION COST,
제작사,MKR,MAKER,제작회사
제작사보급번호,MKSPLNO,MAKER SUPPLY NUMBER,
제작원,SRCMF,SOURCE OF MANUFACTURE,
제작일자,MFDT,MANUFACTURE DATE,제작일
제작자,MFTR,MANUFACTURER,
제잡비,DCTSDRS,DEDUCTING OF SUNDRIES,
제재,RESTRNT,RESTRAINT,
제재일자,RSTRNTDT,RESTRAINT DATE,제재일
제적,EXPEL,EXPEL,
제정,ENACT,ENACTMENT,
제정일자,ENACTDT,ENACTMENT DATE,제정일
제제,PHMCT,PHAMACEUTICALS,
제조,MFG,MANUFACTURING,MFG
제조국가,MFNAT,MANUFACTURE NATION,제조국
제조물책임,PDLBL,PRODUCT LIABILITY,
제조방법코드,MAMTCD,MANUFACTURING METHOD CODE,
제조번호,MFGNO,MANUFACTURING NUMBER,
제조상결함,MFCFT,MANUFACTURING DEFECT,
제조업,MFGIND,MANUFACTURING INDUSTRY,
제조업체,MFBIZ,MANUFACTURE BUSINESS,
제조원가,MFGCST,MANUFACTURING COST,
제조일자,MFGDT,MANUFACTURING DATE,제조일
제조회사,MFGCO,MANUFACTURING COMPANY,"제조사,제조업체"
제주,JEJU,JEJU,
제주도,JJD,JEJU-DO,
제지,PAPMANF,PAPER MANUFACTURE,
제척기간,EXCLPD,EXCLUSION PERIOD,
제출,SBMT,SUBMIT,
제출기한,DDLN,DEADLINE,
제출일자,SBMTDT,SUBMIT DATE,제출일
제출자,SBMTR,SUBMITTER,
제출처,SBMPLC,SUBMIT PLACE,
제퇴직금,SRAMT,SEVERAL RETIREMENT AMOUNT,
제퇴직금신청종류코드,SRAAKCD,SEVERAL RETIREMENT AMOUNT APPLICATION KIND CODE,
제퇴직금환경구분코드,SRAEDCD,SEVERAL RETIREMENT AMOUNT ENVIRONMENT DIVISION CODE,
제퇴직취소구분코드,SRACDCD,SEVERAL RETIREMENT AMOUNT CANCELLATION DIVISION CODE,
제트유,JETOIL,JET OIL,
제트유A1,JETA1,JET A1 FUEL FOR AVIATION TURBINE,
제표,TBLAT,TABULATION,
제품,MNFGDS,MANUFACTURED GOODS,
제품수명주기,MLC,MATERIEL LIFE CYCLE,
제한,RSTRCT,RESTRICTION,
제한경쟁입찰,RSTCMPBD,RESTRICTED COMPETITION BIDDING,제한경쟁
제한구역,RSTRAR,RESTRICTED AREA,
제한물권,LDGH,LIMITED REAL RIGHT,
제한선거,LTDVT,LIMITED VOTE,
제한속도,SPDLMT,SPEED LIMIT,
제한시계,LMTLF,LIMITATION FIELD OF VISION,
제한일자,RSTRCTDT,RESTRICTION DATE,제한일
제한작전구역,ROZ,RESTRICTED OPERATIONS ZONE,
제한적,RESTRICTIVE,RSTRCTV,
제한표준품목,LSI,LIMITED STANDARD ITEM,
제형,PHMCFML,PHAMACEUTICAL FORMULATION,
조각,SCLPTR,SCULPTURE,
조건,CNDT,CONDITION,
조건문,CNDSTC,CONDITIONAL SENTENCE,
조건부,CNDL,CONDITIONAL,
조견표,TABL,TABLE,
조경,GARDNG,GARDENING,
조공,SPATK,SUPPORT ATTACK,
조교,ASITR,ASSISTANT INSTRUCTOR,
조교수,ASSPSR,ASSISTANT PROFESSOR,
조기,ERLST,EARLY STAGE,
조기경보지상관제요격,EWGCI,EARLY WARNING/GROUND CONTROLLED INTERCEPT,
조난,DSTRS,DISTRESS,
조난사고,WKCT,WRECKED ACCIDENT,
조난자,DSTPS,DISTRESSED PERSON,
조달,PRCR,PROCUREMENT,
조달건의코드,PRAVCD,PROCUREMENT ADVISE CODE,
조달계획,PCPLN,PROCUREMENT PLAN,
조달계획수정사유코드,PPMRCD,PROCUREMENT PLAN MODIFICATION REASON CODE,
조달계획회계구분코드,PLACCD,PROCUREMENT PLAN ACCOUNT CLASSIFICATION CODE,
조달문서번호,PRCDOCNO,PROCUREMENT DOCUMENT NUMBER,
조달물자,SPLGUD,SUPPLY GOODS,
조달번호,PRCRNO,PROCUREMENT NUMBER,
조달불가사유코드,PDARSNCD,PROCUREMENT DISALLOWANCE REASON CODE,
조달소요,PRCRQM,PROCUREMENT REQUIREMENT,
조달소요기간,PROLT,PROCUREMENT LEAD TIME,PROLT
조달심의,PRDLB,PROCUREMENT DELIBERATION,
조달요구,PRCDMD,PROCUREMENT DEMAND,
조달요구번호,PRCDMNO,PROCUREMENT DEMAND NUMBER,
조달요구우선순위코드,PDPRCD,PROCUREMENT DEMAND PRIORITY CODE,
조달요구일자,PRCDMDT,PROCUREMENT DEMAND DATE,조달요구일
조달원,SOS,SOURCE OF SUPPLY,"보급원,공급원"
조달지시,PRCDRT,PROCUREMENT DIRECTIVE,
조달지시구분코드,PDVCD,PROCUREMENT DIRECTIVE DIVISION CODE,
조달진행상태코드,PRCPSCD,PROCUREMENT PROGRESS STATE CODE,
조달청,OSROK,OFFICE OF SUPPLY IN ROK,
조달청등록번호,OSROKRNO,OFFICE OF SUPPLY IN ROK REGISTRATION NUMBER,
조달판단,PRCEST,PROCUREMENT ESTIMATE,
조달품검사,PRII,PROCUREMENT ITEM INSPECTION,
조도,LTDG,LIGHT DEGREE,
조력,ASSTNCE,ASSISTANCE,
조류,CRNT,CURRENT,
조리,COOK,COOKING,
조리법,CKRY,COOKERY,
조리원,CKPSN,COOKING PERSON,
조림,FRSTN,FORESTATION,
조림일자,FRSTNDT,FORESTATION DATE,조림일
조립,ASMB,ASSEMBLING,
조립부속품,ASSY,ASSEMBLY,
조립식,PRFBRCT,PREFABRICATE,
조립체,CSTBD,CONSTRUCTION BODY,
조립폐기율,AMR,ASSEMBLY MORTALITY RATE,
조명,LGHTNG,LIGHTING,
조명등,FLDLT,FLOODLIGHT,
조변,SLFSUBS,SELF-SUBSISTENCE,
조부모,GNDPRNT,GRANDPARENTS,
조사,IRDATN,IRRADIATION,
조사,INVSTG,INVESTIGATION,
조사번호,INVSTNO,INVESTIGATION NUMBER,
조사보고서,IVRPT,INVESTIGATION REPORT,
조사비,INVSTCST,INVESTIGATION COST,
조사서,WRTINVST,WRITTEN INVESTIGATION,
조사일자,INVSTGDT,INVESTIGATION DATE,조사일
조사자,INVSTR,INVESTIGATOR,
조산,PREMT,PREMATURE,
조산사,MDWF,MIDWIFE,
조산원,MTRHSP,MATERNITY HOSPITA,
조서,RECRD,RECORD,
조석,TIDE,TIDE,
조석지점코드,TDPSTCD,TIDE POSITION CODE,
조성,MAKE,MAKE,
조성품,CMPNT,COMPONENT,
조세특례,STAX,SPECIAL TAXATION,
조수,TDWTR,TIDEWATER,
조수기,FRWTGN,FRESH WATER GENERATOR,
조식,BRST,BREAKFAST,
조약,TREATY,TREATY,
조약국,TITCNTR,TREATY COUNTRY,
조약안,TITDRF,TREATY DRAFT,
조언,ADVC,ADVICE,
조업,OPERT,OPERATION,
조영술,GRPH,GRAPHY,조영법
조위금,CNDMN,CONDOLENCE MONEY,
조작,OPRT,OPERATION,
조작함,OPRTNBX,OPERATION BOX,
조장,GRPLR,GROUP LEADER,
조적,MSNR,MASONRY,
조절,ADJST,ADJUSTMENT,
조절도,CNTDGR,CONTROL DEGREE,
조정,ADJTMT,ADJUSTMENT,
조정건수,AJNUM,ADJUSTMENT THE NUMBER OF CASES,
조정금액,ADAMT,ADJUSTMENT AMOUNT OF MONEY,
조정량,ADJQTY,ADJUSTMENT QUANTITY,조정수량
조정번호,ADJTNO,ADJUSTMENT NUMBER,
조정사유,AJRSN,ADJUSTMENT REASON,
조정사유코드번호,AJRSNCODENO,ADJUSTMENT REASONCODE NUMBER,
조정상세사유,AJDRSN,ADJUSTMENT DETAIL REASON,
조정상세사유코드번호,ADJRSNCODENO,ADJUSTMENT DETAIL REASONCODE NUMBER,
조정응신,ADJRPL,ADJUSTMENT REPLY,
조정일자,ADJTMTDT,ADJUSTMENT DATE,조정일
조정자,MDTR,MEDIATOR,
조정지,RGLPND,REGULATING PONDAGE,
조제,POM,PREPARATION OF MEDICINE,
조제료,POMFEE,PREPARATION OF MEDICINE FEE,
조제료산정,PFECPT,PREPARATION OF MEDICINE FEE COMPUTATION,
조종,CONTRL,CONTROL,
조종사,PILOT,PILOT,
조종사자질관리,IPQC,INDIVIDUAL PILOT QUALITY CONTROL,IPQC
조종사코멘트,FIGHTERCMT,FIGHTER COMMENT,
조종석,COCKPIT,COCKPIT,
조준,SIGHT,SIGHT,
조준경,TELESIGHT,TELESCOPE SIGHT,
조준점,AIMPOINT,AIMING POINT,AIMPOINT
조중석식,BLND,"BREAKFAST, LUNCH AND DINNER",조중석
조직,ORGNZ,ORGANIZATION,
조직계획번호,ORGPNO,ORGANIZATION PLAN NUMBER,
조직도,ORGCHT,ORGANIZATION CHART,기구도
조직번호,ORGZNO,ORGANIZATION NUMBER,
조치,ACTN,ACTION,
조치계획,ACPLN,ACTION PLAN,
조치문,MGTDOC,MANAGEMENT DOCUMENTATION,
조치문서번호,ACTDOCNO,ACTION DOCUMENT NUMBER,
조치번호,ACTNNO,ACTION NUMBER,
조치부호,ACTCD,ACTION CODE,
조치사항번호,MGTPTCNO,MANAGEMENT PARTICULAR NUMBER,
조치유형코드,ACTTYPCD,ACTION TYPE CODE,
조치일자,ACTNDT,ACTION DATE,조치일
조타기,STRGR,STEERING GEAR,
조퇴,LRLY,LEAVING EARLY,
조합,CMPND,COMPOUND,
조합,ASCT,ASSOCIATION,
조합원,MMBS,MEMBER OF THE ASSOCIATION,
조항,ARTCL,ARTICLE,
조현병,SZPRNA,SCHIZOPHRENIA,
조형물,SKLTHNG,SKELETAL THING,
조화,HRMNY,HARMONY,
조회,INQRY,INQUIRY,
조회번호,INQRNO,INQUIRY NUMBER,
조회수,RDCNT,READ COUNT,
조회자,IQRRSN,INQUIRY PRESON,
존립,SBSIST,SUBSISTENCE,
존속,CTNC,CONTINUANCE,
존속일자,CTNCDT,CONTINUANCE DATE,존속일
존안,STPRPS,STORED PROPOSAL,
존재,EXSTNC,EXISTENCE,
존치,RTENT,RETENTION,
존폐,MNTNAB,MAINTENANCE OR ABOLITION,
졸업,GRDTN,GRADUATION,
졸업예정자,GRDTB,GRADUATE-TO-BE,
졸업일자,GRDDT,GRADUATION DATE,졸업일
종,CLSS,CLASS,
종가,CLSRC,CLOSING PRICE,
종결,CNCLSN,CONCLUSION,
종경사,VTCINC,VERTICALNESS INCLINATION,
종교,RLGN,RELIGION,
종교코드,RLGNCD,RELIGION CODE,
종국등기,ENDRGIST,END REGISTRATION,
종근,RADCL,RADICLE,
종기,ENDTRM,END OF A TERM,
종기일자,ENDT,END DATE,종기일
종단,VTCSCT,VERTICAL SECTION,
종대,COLUMN,COLUMN,
종대차,TRTRCK,TRAILING TRUCK,
종료,FNSH,FINISH,TO
종료일자,ENDDT,END DATE,"TO일자,종료일,종결일,종결일자"
종료자,ENDER,ENDER,
종료점,ENDPT,END POINT,
종류,KND,KIND,
종류명,KNDNM,KIND NAME,
종류번호,KNDNO,KIND NUMBER,
종류채권,CLSCS,CLAIM IN SPECIES,
종목,KIND,KIND,
종문,TLBK,THE TAIL OF A BOOK,
종별,CLSFCTN,CLASSIFICATION,
종별구분,CLDV,CLASSIFICATION DIVISION,
종사,ENFR,ENFILADE FIRE,
종사,ENGGIN,ENGAGE IN,
종사자,ENFSN,ENFILADE PERSON,
종심,DPTH,DEPTH,
종심첩보표적유형코드,DPIFMTGTPTCD,DEPTH INFORMATION TARGET PATTERN CODE,
종양,TUMOR,TUMOR,
종양학국제질병분류,ICDO,INTERNATIONAL CLASSIFICATION OF DISEASES FOR ONCOLOGY,
종업원,EMPL,EMPLOYEE,
종업원지주제도,EPCKH,EMPLOYEE STOCK OWNERSHIP,
종일,ALLDAY,ALL DAY,
종점,LASTSTP,LAST STOP,
종중,AOSC,FAMILIES OF THE SAME CLAN,
종합,SYTS,SYNTHESIS,
종합감사,STHSSN,SYNTHESIS INSPECTION,
종합검진,CMDCTST,COMPREHENSIVE MEDICAL TESTING,
종합검진료,CMTFEE,COMPREHENSIVE MEDICAL TESTING FEE,종합검증료
종합과세,CNTD,CONSOLIDATED TAXATION,
종합군수지원,ILS,INTEGRATED LOGISTICS SUPPORT,
종합군수지원계획서,ILSP,INTEGRATED LOGISTICS SUPPORT PLAN,"ILS-P,ILSP"
종합군수지원관리정보체계,LSAMIS,LOGISTICS SUPPORT ANALYSIS MANAGEMENT INFORMATION SYSTEM,
종합군수지원회의,ILSMT,INTEGRATED LOGISTICS SUPPORT MEETING,
종합상황도,MSD,MASTER SITUATION DISPLAY,
종합상황실,ASSR,ALL SOURCES SITUATION ROOM,상황실
종합정보전시체계,IIDS,INTEGRATED INTELLIGENCE DISPLAY SYSTEM,
종합정보통신망,ISDN,INTEGRATED SERVICES DIGITAL NETWORK,
종합주가지수,KCSPI,KOREAN COMPOSITE STOCK PRICE INDEX,
종합판정,SJGM,SYNTHESIS JUDGMENT,
종합평가기법,CSLMTHD,CONSOLIDATED METHOD,
종합품목기본철,TIR,TOTAL ITEM RECORD,
종횡,LENNBRD,LENGTH AND BREADTH,
좋아요,LIKE,LIKE,
좌석,SEAT,SEAT,
좌석번호,SEATNO,SEAT NUMBER,
좌석수,SEATCP,SEATING CAPACITY,
좌안,LFTBNK,LEFT BANK,
좌약,SPSTRY,SUPPOSITORY,
좌욕,STZBTH,SITZ BATH,
좌우,RNL,RIGHT AND LEFT,
좌익,LFTW,LEFT WING,
좌측한계,LFTLMT,LEFT LIMIT,
좌표,COORD,COORDINATE,
좌표구분코드,CDNCLCD,COORDINATE CLASSIFICATION CODE,
좌표열,CORDC,COORDINATE COLUMN,
좌표위치사유코드,CORDLOCRSCD,COORDINATE LOCATION REASON COD,
좌표체계코드,CRDSCD,COORDINATE SYSTEM CODE,
좌현,PTSD,PORTSIDE,
주,WEEK,WEEK,
주,MAIN,MAIN,정
주가,STKPC,STOCK PRICE,
주간,DYTM,DAY TIME,낮
주간,WK,WEEK,
주간기상예보,WCAT,WEEK WEATHER FORECAST,
주간비행,DTFLY,DAY TIME FLYING,
주간야간,DANT,DAY AND NIGHT TIME,
주간야간구분코드,DNTICD,DAY AND NIGHT TIME INDICATOR CODE,
주간활동유형코드,DTATYCD,DAY TIME ACTIVITY TYPE CODE,
주거,RSDC,RESIDENCE,거주
주거래,MNBS,MAIN BUSINESS,
주거래은행,MNCRD,MAIN CREDITOR,
주거지,DWLSIT,DWELLING SITE,
주거지원,RSSPT,RESIDENCE SUPPORT,
주거침입죄,VDCL,VIOLATION OF DOMICILE,
주거형태코드,RSDSHPCD,RESIDENCE SHAPE CODE,
주계약업체,PRMCTR,PRIME CONTRACTOR,
주계약자,MNRCR,MAIN CONTRACTOR,
주공,MNATK,MAIN ATTACK,
주공격점,DMPI,DESIRED MEAN POINT OF IMPACT,"요망중심탄착점,요구탄착점,DMPI"
주공격점번호,DMPINO,DESIRED MEAN POINT OF IMPACT NUMBER,
주공격점영상번호,DMPIIMGNO,DESIRED MEAN POINT OF IMPACT IMAGE NUMBER,
주공급자제도,PVS,PRIME VENDOR SYSTEM,
주관,SPVSN,SUPERVISION,
주관리자,MMG,MAIN MANAGER,
주관식,SBJTV,SUBJECTIVE,
주권,SVRGNTY,SOVEREIGNTY,
주기,PRKNG,PARKING,
주기,CYCLE,CYCLE,
주기관추진력,MSTVDV,MAIN INSTITUTION POSITIVE DRIVE(,
주기동로,MNAFM,MAIN AVENUE FOR MANEUVER,
주기번호,CYCLENO,CYCLE NUMBER,
주기장,APRN,APRON,
주기장번호,APRNNO,APRON NUMBER,
주기종,PKAC,PRIMARY KIND OF AIR COMBAT,
주기코드,CYCD,CYCLE CODE,
주당순이익,ESSR,EARNINGS PER SHARE,
주도,LED,LEAD,
주도로,MAINRD,MAIN ROAD,
주둔,STTNG,STATIONING,
주둔국,HSTNATN,HOST NATION,
주둔지,HMSTT,HOME STATION,
주등기,MNRGST,MAIN REGISTRATION,
주량,DNPY,DRINKING CAPACITY,
주력,MFRC,MAIN FORCE,
주말,WKEND,WEEKEND,
주머니,BAG,BAG,
주무,CFCTL,CHIEF CONTROL OF AN AFFAIR,
주무관,CHFOFC,CHIEF OFFICIAL,
주무장,MARMT,MAIN ARMAMENT,
주문,ORDER,ORDER,ORDER
주문번호,ODRNO,ORDER NUMBER,
주문서,ORDSHT,ORDER SHEET,
주미군수무관단,LMAGRUS,LOGISTICS MILITARY ATTACHE GROUP IN THE UNITED STATES OF AMERICA,주미단
주민,INHB,INHABITANTS,
주민등록,RSDTREG,RESIDENT REGISTRATION,
주민등록뒷자리번호,LDSSN,LAST DIGIT OF SOCIAL SECURITY NUMBER,주민등록번호뒷자리
주민등록등본,CPRSDREG,COPY OF RESIDENT REGISTRATION,
주민등록번호,SSN,SOCIAL SECURITY NUMBER,주민번호
주민등록앞자리번호,FDSSN,FIRST DIGIT OF SOCIAL SECURITY NUMBER,주민등록번호앞자리
주민세,IHBTX,INHABITANT TAX,
주민통제소구분코드,IHBCCDVSCD,INHABITANTS CONTROL CENTER DIVISION CODE,
주발전기,MNGNR,MAIN GENERATOR,
주변,SRND,SURROUND,
주변국,NATSR,NATION OF SURROUND,
주보급로,MNSPLRT,MAIN SUPPLY ROUTE,
주부,MNSUB,MAIN AND SUBORDINATE,정부
주부구분코드,MNSUBDVCD,MAIN AND SUBORDINATE DIVISION CODE,
주부식,PSFD,PRINCIPAL AND SUBSIDIARY FOOD,
주분임,CNDTSK,CHIEF AND DIVISION OF THE TASK,
주사,SCNG,SCANNING,
주사,INJ,INJECTION,
주사격,PRMFR,PRIMARY FIRE,
주사용,MNSG,MAIN USAGE,
주사형태,SCTP,SCAN TYPE,
주생산품류코드,MPIKCD,MAIN PRODUCTION ITEM KIND CODE,
